품목명,수거단계,재배양식,생산자 주소,재배면적,조사물량,등록일자,분석결과
옥수수,생산,일반 ,충청북도  보은군  ,2863,300,20200707,적합
블루베리,생산,일반 ,경기도  부천시  ,1322,3000,20200707,적합
감자,생산,일반 ,경기도  포천시  ,1000,500,20200707,적합
복숭아,생산,일반 ,전라북도  전주시  ,2000,1950,20200706,적합
아스파라거스,생산,친환경(인증) 무농약,전라남도  강진군  ,1000,5,20200703,적합
풋고추,생산,일반 ,강원도  원주시  ,595,300,20200703,적합
풋고추,생산,일반 ,강원도  원주시  ,990,450,20200703,적합
풋고추,생산,일반 ,강원도  원주시  ,1300,600,20200703,적합
감자,생산,일반 ,강원도  원주시  ,1000,180,20200703,적합
감자,생산,일반 ,강원도  원주시  ,1274,200,20200703,적합
마늘,생산,일반 ,경상남도  합천군  ,330,20,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,1350,8100,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,1460,8700,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,1900,11400,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,6600,40000,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,1000,6000,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,251,1300,20200702,적합
감자,생산,일반 ,경상북도  봉화군  ,150,1000,20200702,적합
풋고추,생산,일반 ,대구광역시  달성군  ,330,50,20200702,적합
풋고추,생산,일반 ,대구광역시  달성군  ,330,50,20200702,적합
풋고추,생산,일반 ,대구광역시  달성군  ,330,50,20200702,적합
가지,생산,일반 ,충청남도  아산시  ,16500,500,20200702,적합
풋고추,생산,일반 ,충청북도  제천시  ,330,450,20200702,적합
양파,생산,일반 ,경상남도  합천군  ,1000,30,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,397,10,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,1316,100,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,1720,100,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,1970,100,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,421,10,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,676,50,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,797,100,20200701,적합
풋고추,생산,일반 ,경상북도  울진군  ,1030,100,20200701,적합
마늘,생산,일반 ,경상북도  경주시  ,1117,50,20200630,적합
옥수수,생산,일반 ,전라남도  여수시  ,240,50,20200630,적합
풋고추,생산,일반 ,경상북도  울진군  ,330,10,20200629,적합
풋고추,생산,일반 ,경상북도  울진군  ,1467,100,20200629,적합
배추,생산,일반 ,경상북도  봉화군  ,3330,5000,20200629,적합
배추,생산,일반 ,경상북도  봉화군  ,926,1500,20200629,적합
배추,생산,일반 ,경상북도  봉화군  ,5000,8000,20200629,적합
배추,생산,일반 ,경상북도  봉화군  ,161,300,20200629,적합
배추,생산,일반 ,경상북도  봉화군  ,1673,3000,20200629,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,7250,20200629,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,16000,20200629,적합
비트,생산,일반 ,충청북도  제천시  ,500,700,20200629,적합
풋고추,생산,일반 ,충청북도  제천시  ,500,700,20200629,적합
오이,생산,일반 ,충청북도  제천시  ,4826,500,20200629,적합
감자,생산,일반 ,강원도  양양군  ,531,250,20200629,적합
양배추,생산,일반 ,경상북도  봉화군  ,18000,30000,20200628,적합
감자,생산,일반 ,경상북도  봉화군  ,2000,5000,20200628,적합
배추,생산,일반 ,경상북도  봉화군  ,7488,10000,20200628,적합
배추,생산,일반 ,경상북도  봉화군  ,3099,5000,20200628,적합
양배추,생산,일반 ,경기도  여주시  ,3073,2700,20200625,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,7250,20200624,적합
대파,생산,일반 ,전라남도  해남군  ,124,100,20200624,적합
풋고추,생산,일반 ,충청북도  제천시  ,971,800,20200624,적합
오이,생산,일반 ,충청북도  제천시  ,2423,6000,20200624,적합
풋고추,생산,일반 ,충청북도  제천시  ,330,300,20200624,적합
감자,생산,일반 ,충청북도  제천시  ,330,300,20200624,적합
풋고추,생산,일반 ,충청북도  제천시  ,370,300,20200624,적합
배추,생산,일반 ,강원도  평창군  ,4327,15000,20200624,적합
양파,생산,일반 ,울산광역시  울주군  ,330,10,20200623,적합
블루베리,생산,일반 ,경상남도  고성군  ,2403,80,20200623,적합
감자,생산,일반 ,전라북도  무주군  ,2149,100,20200623,적합
풋고추,생산,일반 ,전라남도  광양시  ,2569,50,20200623,적합
감자,생산,일반 ,충청북도  진천군  ,400,200,20200623,적합
풋고추,생산,일반 ,경상남도  남해군  ,269,100,20200622,적합
풋고추,생산,일반 ,전라북도  진안군  ,1300,1500,20200622,적합
풋고추,생산,일반 ,전라북도  진안군  ,350,500,20200622,적합
감자,생산,일반 ,충청북도  단양군  ,1611,150,20200622,적합
마늘,생산,일반 ,충청북도  단양군  ,915,100,20200622,적합
마늘,생산,일반 ,충청북도  단양군  ,1022,120,20200622,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,6454,200,20200619,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,6454,1200,20200619,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,15000,20200619,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,14250,20200619,적합
풋고추,생산,일반 ,경상남도  양산시  ,330,300,20200618,적합
양파,생산,친환경(인증) 무농약,경상남도  합천군  ,600,100,20200618,적합
마늘,생산,일반 ,경상북도  칠곡군  ,100,100,20200618,적합
풋고추,생산,일반 ,충청북도  청주시  ,330,200,20200618,적합
풋고추,생산,일반 ,충청북도  청주시  ,1200,500,20200618,적합
쥬키니호박(마디호박),생산,일반 ,경상남도  함안군  ,660,700,20200617,적합
자두,생산,일반 ,경상북도  군위군  ,510,500,20200617,적합
자두,생산,일반 ,경상북도  군위군  ,2890,2000,20200617,적합
자두,생산,일반 ,경상북도  군위군  ,497,200,20200617,적합
자두,생산,일반 ,경상북도  군위군  ,1348,1500,20200617,적합
감자,생산,일반 ,전라남도  순천시  ,1924,200,20200617,적합
풋고추,생산,일반 ,전라남도  순천시  ,628,30,20200617,적합
풋고추,생산,일반 ,전라남도  순천시  ,425,20,20200617,적합
배추,생산,일반 ,강원도  영월군  ,2500,2000,20200617,적합
배추,생산,일반 ,강원도  영월군  ,3000,2500,20200617,적합
배추,생산,일반 ,강원도  영월군  ,1800,1500,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
양파,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
감자,생산,일반 ,경기도  파주시  ,330,100,20200617,적합
"천도(일반,홍진유도,흥진유도,찌오다레드)",생산,일반 ,경상북도  청도군  ,1587,3000,20200616,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,6454,200,20200616,적합
풋고추,생산,일반 ,경상북도  칠곡군  ,150,150,20200616,적합
풋고추,생산,일반 ,경상북도  칠곡군  ,2000,2200,20200616,적합
양배추,생산,일반 ,경상북도  칠곡군  ,100,120,20200616,적합
마늘,생산,일반 ,경상북도  칠곡군  ,100,150,20200616,적합
감자,생산,일반 ,경상북도  칠곡군  ,100,200,20200616,적합
마늘,생산,일반 ,충청북도  옥천군  ,114,60,20200616,적합
감자,생산,일반 ,경상남도  산청군  ,330,100,20200615,적합
단호박(밤호박),생산,일반 ,경상남도  남해군  ,400,200,20200615,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,6750,20200615,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,15000,20200615,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,16000,20200615,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,86,7000,20200615,적합
마늘,생산,일반 ,전라북도  완주군  ,165,30,20200615,적합
감자,생산,일반 ,충청북도  옥천군  ,151,100,20200615,적합
감자,생산,일반 ,대구광역시  달성군  ,100,40,20200612,적합
청매실,생산,일반 ,경기도  광명시  ,3360,500,20200612,적합
청매실,생산,일반 ,경기도  광명시  ,2117,1000,20200612,적합
청매실,생산,일반 ,경기도  광명시  ,1580,500,20200612,적합
청매실,생산,일반 ,경기도  광명시  ,1546,400,20200612,적합
오이,생산,일반 ,경상남도  양산시  ,330,300,20200610,적합
양파,생산,일반 ,경상북도  고령군  ,932,2000,20200610,적합
양파,생산,일반 ,경상북도  고령군  ,2329,10000,20200610,적합
양파,생산,일반 ,전라북도  장수군  ,1563,1000,20200610,적합
블루베리,생산,친환경(인증) 유기,전라북도  완주군  ,4000,50,20200610,적합
브로코리,생산,일반 ,충청북도  제천시  ,2355,2,20200610,적합
마늘,생산,일반 ,충청북도  단양군  ,1124,2,20200610,적합
마늘,생산,일반 ,충청북도  단양군  ,1381,2,20200610,적합
마늘,생산,일반 ,충청북도  단양군  ,630,2,20200610,적합
마늘,생산,일반 ,충청북도  단양군  ,665,2,20200610,적합
마늘,생산,일반 ,충청북도  단양군  ,4043,2,20200610,적합
마늘,생산,일반 ,충청북도  보은군  ,1712,1000,20200610,적합
마늘,생산,일반 ,충청북도  보은군  ,1152,1000,20200610,적합
청매실,생산,일반 ,경기도  광명시  ,823,20,20200610,적합
청매실,생산,일반 ,경기도  광명시  ,330,30,20200610,적합
감자,생산,일반 ,경상북도  고령군  ,660,400,20200609,적합
마늘,생산,일반 ,충청북도  보은군  ,910,200,20200608,적합
새송이,생산,친환경(인증) 무농약,경상북도  청도군  ,6454,200,20200605,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,15000,20200605,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,6750,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200605,적합
양파,생산,일반 ,부산광역시  기장군  ,380,350,20200604,적합
마늘,생산,일반 ,대구광역시  달성군  ,100,70,20200604,부적합 (폐기)
양파,생산,일반 ,부산광역시  기장군  ,820,400,20200603,적합
표고버섯,생산,GAP(인증) ,전라북도  무주군  ,800,1000,20200603,적합
청매실,생산,일반 ,전라남도  순천시  ,974,50,20200603,적합
양파,생산,일반 ,전라남도  순천시  ,759,40,20200603,적합
대파,생산,일반 ,전라남도  광양시  ,793,30,20200602,적합
청매실,생산,일반 ,전라남도  광양시  ,380,5,20200602,적합
청매실,생산,일반 ,전라남도  광양시  ,2672,50,20200602,적합
청매실,생산,일반 ,전라남도  광양시  ,357,15,20200602,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200602,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200602,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200602,적합
양파,생산,일반 ,경상북도  경주시  ,585,50,20200601,적합
팽이버섯,생산,일반 ,충청북도  음성군  ,330,7000,20200601,적합
새송이,생산,일반 ,충청북도  음성군  ,330,400,20200601,적합
팽이버섯,생산,친환경(인증) 무농약,경상북도  청도군  ,10000,15000,20200529,적합
아스파라거스,생산,일반 ,강원도  태백시  ,200,100,20200529,적합
곰취나물,생산,일반 ,강원도  태백시  ,200,100,20200529,적합
양파,생산,일반 ,전라남도  함평군  ,650,300,20200528,적합
마늘,생산,일반 ,충청북도  보은군  ,1254,1200,20200528,적합
청매실,생산,일반 ,경상남도  창원시  ,800,200,20200527,적합
양파,생산,일반 ,부산광역시  기장군  ,380,350,20200527,적합
마늘,생산,일반 ,부산광역시  기장군  ,380,350,20200527,적합
청매실,생산,일반 ,부산광역시  기장군  ,1220,1000,20200527,적합
청매실,생산,일반 ,부산광역시  기장군  ,1871,1000,20200527,적합
쪽파,생산,일반 ,대구광역시  달성군  ,761,30,20200527,적합
청매실,생산,일반 ,대구광역시  달성군  ,300,10,20200527,적합
청매실,생산,일반 ,부산광역시  기장군  ,1325,1500,20200526,적합
청매실,생산,일반 ,부산광역시  기장군  ,1566,1800,20200526,적합
마늘,생산,일반 ,부산광역시  기장군  ,460,400,20200526,적합
양파,생산,일반 ,부산광역시  기장군  ,460,350,20200526,적합
깻잎,생산,일반 ,부산광역시  기장군  ,380,350,20200526,적합
마늘,생산,일반 ,부산광역시  기장군  ,380,3500,20200526,적합
양파,생산,일반 ,부산광역시  기장군  ,380,350,20200526,적합
청매실,생산,일반 ,부산광역시  기장군  ,380,350,20200526,적합
마늘,생산,일반 ,충청남도  청양군  ,3873,2500,20200526,적합
마늘,생산,일반 ,충청남도  청양군  ,2725,10000,20200526,적합
새송이,생산,일반 ,충청북도  음성군  ,330,400,20200526,적합
팽이버섯,생산,일반 ,충청북도  음성군  ,330,7000,20200526,적합
곤드레나물(고려엉겅퀴),생산,일반 ,강원도  정선군  ,200,100,20200526,적합
곰취나물,생산,일반 ,강원도  정선군  ,200,100,20200526,적합
청매실,생산,일반 ,부산광역시  기장군  ,883,500,20200525,적합
청매실,생산,일반 ,부산광역시  기장군  ,337,300,20200525,적합
청매실,생산,일반 ,부산광역시  기장군  ,380,350,20200525,적합
청매실,생산,일반 ,부산광역시  기장군  ,1100,800,20200525,적합
양파,생산,일반 ,부산광역시  기장군  ,380,350,20200525,적합
청매실,생산,일반 ,부산광역시  기장군  ,866,1000,20200525,적합
청매실,생산,일반 ,경상남도  함안군  ,1000,500,20200525,적합
마늘,생산,일반 ,전라북도  군산시  ,1270,100,20200525,적합
양파,생산,일반 ,전라북도  군산시  ,873,100,20200525,적합
마늘,생산,일반 ,충청남도  청양군  ,2313,200,20200525,적합
